name,type,ingredients,alcohol_content,volume,awards,additional_info,product_introduction,pairing_food,brewery,address,website,contact_info,Naver Name,Naver Price,Naver Shipping Cost,Naver Link
맵시 막걸리 레드라벨,탁주,"정제수,쌀(국내산),기타과당,소다맛시럽,물엿,",5%  ,770ml,,,상큼한 레몬바닐라의 맛을 즐길 수 있는 새콤한 맛입니다.,,기억브루어리,경기도 김포시 하성면 누산봉성로237번길 163 3동 (우 : 10013),https://smartstore.naver.com/mapcykorea,,맵시 막걸리 레드라벨 3EA,"41,700원","4,000원",https://cr.shopping.naver.com/adcr.nhn?x=qMHC9MpiFBMkCWHoLDrWS%2F%2F%2F%2Fw%3D%3DsAfzna3CkmuO6TbqF3K96%2B42gEYAR443%2BBHilIMuN%2BquwCPS2wNx1rS%2F9v0McmxN4vCkGT4Qi9CTUeBEc4hkjH6iJezKuPKBLIvUBAwO5XW40JDARNWDW6kCFPMDpSmDmliDBapIp2NQfnKcloWlJkPq7NitBJ5kAMG5XkmHEk7sGO7Yf2%2BV%2F7v9WBVQFJ4cWiuI%2BTE8BeOTYtfzCaq0oNE7noODDRNJlmJueQQAUNGhxmwjckn8%2BoKgUE80n8wO2Jd65H99ROCamAlTMsWGZBwez%2FY8eSma9aMvarLWce5utFHkKRe0fKyj2NX4d85Gw1twh7etT3JY0GZo1ns5Wi4akL8Jkf6pU9I0LjWzj68LtFDTDEgBmm9dOljgT8MxqZmNWXJ7DG2uUiDQ93WWY7iILtf3%2BhOa1BOqiJxQizPR%2F3%2FisEUd8E4AoheZuUfH%2FKoDXlhL%2BAhQzh1kf37DYEgFiYPcQrsATFjl04U10W5QDxEHhrRWmc283APvELoS4dH0g2z1mnGI56RXn%2BRsxcWejN73aWBtfTayef3k955XsBXysmH9k%2FozXG7e1PvIx8NbobpDZ%2FLbkyezbvj4NPA4SwcLvxUEucVmH%2BcOht40%3D&nvMid=86597172049&catId=50014560
맵시 막걸리 화이트,탁주,"정제수,쌀(국내산),기타과당,누룩,효모,효소제,아스파탐",6%  ,770ml,,,"24시간 합 720시간 이상의,7차례의 과정을 지닌 품질 검증을 끝낸 최고금 백국 누룩이기에 일반 전통주에서 맛볼 수 없던 특유의 감칠맛을 맛볼 수 있습니다.",,기억브루어리,경기도 김포시 하성면 누산봉성로237번길 163 3동 (우 : 10013),https://smartstore.naver.com/mapcykorea,,맵시 막걸리 화이트콤보 3EA,"39,700원","4,000원",https://cr.shopping.naver.com/adcr.nhn?x=%2BNeU8ZyHCEoobGyaIWLxMf%2F%2F%2Fw%3D%3DsxTEno4%2BggO1hvM7TIx%2FSbkm9o%2ByFKn%2BsX6AsPfujMl%2F3AMXJUC6nAZctvTL4dYF%2B%2BUAtwnfiWvGc2kdS%2F7CSbOPZSul9p8%2F1qlJT7W%2BSyYQ5twEbHkNTkDkotQUnAEjZD5R2ubS1%2BMGPoGVYEcuHScu1rI7y%2Bnxga7qkc20jAaEHS16Mm4swTlRWNG5xgFwblGepyEJF7Qatna%2BiNm%2Bn42DfsyAzk1tOyaJ51LR7o5Y2iwcB%2FZCA7iSRtLv0mAYhwc%2B%2FjkR2vl%2B%2B%2B%2F%2BVPNlrhQpVesOVCHA%2B4hJSj7eMRQMQLotyKQOCA3S0cYYV%2B2tHx72P1MzfeDsyK%2BcBtz34gFi5hACeBn9NN2%2FUIyeD8g5sZNFbryNYhhDkWhRRHvY0wrHg8fvr1x4LkhucABCfgqK4%2BuTFI1dCM5Z%2B96RegPFtxPTk1OfYukDrY%2BsTD3ZjTX2R33c9UVI%2FeQOnpl3PFzbFjpvDK35AGFmz%2Fb3%2FacyxChwsQYZrTCyV4dzakWSt0YSWtS7%2BZrZqm%2BqgO%2Ba3BcIL4824hfN%2F3jeHvsGEAogXlJuOlHtd2gUp9On1o2SYhWw3%2BIByOa0jCVNQVnCDoA%3D%3D&nvMid=86171009060&catId=50014560
동백 꽃이 피었습니다,탁주,"멥쌀(국내산), 찹쌀(국내산), 누룩, 정제수",9%  ,500ml,,,100% 부산쌀로 누룩과 정제수만을 사용하며 제조 하였습니다.첨가제 및 감미료가 들어가지 않고 저온 발효로 찹쌀의 깊은 풍미를 느낄 수 있습니다.,,동백1917,농업회사법인 주식회사 동백1917,https://smartstore.naver.com/busandongbaek1917/products/9194545227?,,수제 막걸리 동백 꽃이 피었습니다 500ml 1병,"12,000원","4,000원",https://cr.shopping.naver.com/adcr.nhn?x=0W71aFuLS98sc4YDj%2B7tu%2F%2F%2F%2Fw%3D%3DsWFtDXes%2Fdl9Lg4XCGfhNEofgpmj2pM%2BDbbucTO4VyZOpSBE%2B1fHqAGkezfGVoJOMCWfDtFYQUF91U%2BXBU4eFOzjx8DSEPCz2JkWMo9jh1oAQPm2Dq9aivTzKKaM53brZyWNd3zXntQH48g6t7mxxDk21xavykPKHavf%2BQt7YLD8wFsBRMuERzOt%2Bjqj4UJgn2SgNmFlPITY%2BonMsYDjA7v1%2FW5scQ%2F0lZUtl5b6X4wgsARZtAkXbZ8D%2B%2BBw75RbjwckOFMf0R0sWOVEBz50nwhCGSQdcrj%2BZJHLmJxgT%2FbsFbfqvhBmyFER%2BD7e%2BrtE2UE8ki32Dt37mkOudyUrJE%2BX5iHalR61%2B5aXrOZHCnf1RXR%2By8x7THJ7U82W1sVIT5QzUBAymxUsL6o0V0923v8i4WtogzSRmJv527tLaEm%2Fgoj8RzosmG%2BPx%2Fp332a%2BNQH4lJS%2FyYutyXGmRdM7VdKHKtZJU4QHAt%2B3cXfAc0DG1jdmkfEjXzx80WR7s%2BDpK4HkF5faI9A1m1TvhbM0iYvv%2FXrV47xySoK9KP2gACcTa8yVTnmJldPWrfAtiOr379yCMddqrPY384gPGOb2zsAzty0LzTxpx789dTdKfA26cvLAEXpM93KseLmlLJCRWDVCYCaeglF2rgr1u2OQIzQ%3D%3D&nvMid=86739045550&catId=50014560
써드 (3rd),탁주,"정제수,찹쌀(국내산파주),멥쌀(국내산파주),누룩(밀함유) (국내산김포)",9%  ,500ml,,,"오직 쌀이 주는 은은한 단맛과 과하지 않은 과실형,입안에 감싸는 부드러운 텍스쳐와 목넘김이 특징입니다.",,도반주조,"경기도 파주시 금정 12길4 1층,도반주조",https://smartstore.naver.com/dovan_brewery/,,,,,
천년담주,"약주, 청주","정제수,백미(국내산,유기농쌀),누룩,벌꿀(국내산),효모",15%  ,500ml,,,친환경쌀로 장기저온발효과정을 거쳐 국내산 천연벌꿀 원료로 빚었습니다.인공감미료가 첨가되지않아 깔끔하고 감칠맛이 뛰어납니다.,전,죽향도가,전라남도 담양군 담양읍 외다길 30 (우 : 57333),https://smartstore.naver.com/jhdg,,죽향도가 천년담주 15도 500ml,"최저15,000원","3,000원 포함",https://cr.shopping.naver.com/adcr.nhn?x=rMAYiNb2ky9W0%2F9%2F2biE%2F%2F%2F%2F%2Fw%3D%3DsV2cWcS5tsQ9IMtHy5VSCaYutohbnwXLnj9JKhANAbNo5mi96%2BS9DrTc8yLkb%2B%2FIYM0V8MT%2BJNseo5nH6ULJHrsMRh7%2FMSrWPRcivJi6FI0C9xD6a2yHUZ7TpeCCeVDXCP%2FMML8Ad%2F0H%2BSjSmezx4k9yGaSr%2B0dRu37W7MMIB4NFk9Io6iZoAfEBQfsbkhBMBkegcC2gBJ5evEm%2FvON6Lxq70oYx%2FdK5iPZYafAX0cllPVf1o1aXmfTatkwk1bsSfq4x8Je5EhZbG2T9KiXk3TN8ezDA%2BcZ1TwpzAGL9saQg2iwcB%2FZCA7iSRtLv0mAYhwc%2B%2FjkR2vl%2B%2B%2B%2F%2BVPNlrhT1v1obMLPpqimckgsLcW%2F%2Fh7oFuTU6ReZuWqT1ZRT4R9UEMwi63jafLIzwwY0rYsaxMCYZ%2BrLdNYjlZJ9V8wX%2FjDk1l7MyLSjlIiWbbqZKWRYgXT8U0rr2Dm%2BuxQGAQBofkOj6iM6XR0eKLNNYu5TCcBw6Xxq%2BSIni%2F1aVd1m1pjXRPAy51twp3SpNTXvkfp3MJTQ4RVeOAgUMeFnTNUj6Uy967mlSa3mZfqZTLi6DqtpPgQUBBobxKZazoVaQIhuHfoUTtkRZFUE1DkU80X9PNZX%2BMOKW6u6rTt9QXCvs7QdAiJdwXirBRdnaxfvrBbw%3D%3D&nvMid=44440351618&catId=50014580
조오탁,탁주,찹쌀 80% 멥쌀 20%,10%  ,750,,,"삼백의 고장 상주 최고의 생산한 쌀과 누룩으로 빚어 저온 숙성 시킨 고급 막걸리 입니다. 감미료가 들어가지 않습니다. 머리가 아프지 않습니다 즉, 숙취를 느낄수 없습니다 뒤 끝이 깔끔해서 좋습니다",,다담도가,경상북도 상주시 외남면 지사3길 16 외 1필지 (우 : 37259),https://smartstore.naver.com/dadamdoga,,술픽 다담도가 조오탁 탁주 8도 750ml,"11,000원","3,000원",https://cr.shopping.naver.com/adcr.nhn?x=ko3J7lvULJGCClidOxCccf%2F%2F%2Fw%3D%3Ds72g6pKvkqfyE%2FxJlQZot0nASQ9c7JBhtOPQzuWtLiekhk%2Bd1lgbb4I9%2BhCTrsn2I7BcimZbq5gpKZKRiO1PXfXKh%2FOz9gqHZeXVn5pW29%2B0%2FRL0uRD3vixc7sSSdxtTphOYx0q14j9H0ll7hCftGLsm3HByBnqyoQudlQvAroBzp33dwRCAzI0IZ9nyD5tkEnGDlyxbFJyddd8kpvES7dDkYb8odhdoiKvEQmSXvxqJkspqzsnMHm1Ur9MH3fd8cgGwmPNX%2Fe%2BXkuZ30duRQYj%2FN1gL%2FBgCKENDMCz1nm%2F2ssnKlzg%2B%2F7uAnb0O2VzrBag6Is5lOxS5TSwEA1PQzi15AzmzTsQ4GvdIAxeHn11OxLMclKqdp3lEzNW4bVzWzLnSRWCsnQNqIlShwv68pPhGzHnClWS0CHD3ILsoekcn%2BtsTmoVuaNIAOombuCpnI2knX7d7zVWGd%2FD3Z%2BuEQCCVrUsT4amhwOOfiWcFKTUN%2FCnIOxzRJD3zO35%2BsM4aua1jS8Ua1hwiaLnWMxworxlJXPO2xQpTfrO1IJ0baptBK8vgesj7WoG6dJvY1U%2Fnpb1NmOoRBMBsXNQGXzjfbC%2BFUQB%2FrDAzm2q1KHRsHkfE%3D&nvMid=45598713323&catId=50014560
대잎술,"약주, 청주","정제수, 쌀(국내산), 누룩(국내산), 죽력, 대입, 효모, 구기자, 진피, 갈근, 오미자, 육계, 솔잎, 올리고당",12%  ,300ml,,,추성고을 대잎술은 7여가지의 한약재가 들어가 저온숙서을 하여 부드러움과 함께 각종 한약재들이 조화롭게 맛을 내며 기분을 좋게 하는 옅은 대나무향이 올라오고 맑은 단맛과 산미등 오미의 균형이 잘 갖춰져 있는 약주 입니다.,"치즈,과일,케이크,돼지고기 .",추성고을,전라남도 담양군 용면 추령로 29,https://smartstore.naver.com/cs3011,,추성고을 대잎술 12도 300ml,"최저6,750원","2,000원 포함",https://cr.shopping.naver.com/adcr.nhn?x=2yYaNPqsms3Hwf7NqH44gP%2F%2F%2Fw%3D%3DsO3CnFz4S3KaY3i80sotjuYIc2TlJrEK%2FQIT8%2B3wbyOrcouBicUb4c%2Fl9%2BKsglVFQ%2BSmhYtEsGMecaRY3sUI10cP582BBn11n%2BTrCS7LtTVWihvG7uH4tYXuVi5NYplfabTe%2Bsv0V%2B2AzKwRU8Wt2ttof6jW5jHdz%2FbROY2pgmykLiAfJ3HXoWmLy01Zq2yZRljOyHbCRvK5Z4tF0dPFBw1k1%2BOZhUzFDdcvCyD0j%2FkSDIpn%2BvvA83IwSKlMKlo4uAPT2NvXA1YnMO7IT5pLTK2SymrOycwebVSv0wfd93xyAbCY81f975eS5nfR25FBiP83WAv8GAIoQ0MwLPWeb%2FcrlemeymwARYIqhAV1UQrWzaLo3YojXuQJMvdaZ%2BI%2Fyx76cyms5exCgB8xzx7iNzOdCmOZfMkxQuWGALTs0nOOxyTNOpvF5JKAAUscSxRXpDRaKPCK7RV%2BLiaJatCEaGl7aojWHPaIRrLHZ53g07PfuGcTfukLKAcMSGOK65f8D%2F7ZVwQh8asM0zh4fdOFspKkG%2BGcnZIVfOkAjOI8HUh%2B%2FhgaMkJIhbUi8HFdPXAb34A6WNvv18lbvTTRXqcC2Nh0ObUkSwaRKBD5DnuYOokEOEsHC78VBLnFZh%2FnDobeN&nvMid=45165199621&catId=50014580
이상헌 탁주,탁주,"아산쌀, 국(국내산 밀누룩), 정제수",14%  ,500ml,,,"곡물의 향이 좋고 적당한 단 맛과 드라이한 맛,부드러운 목 넘김을 좋습니다.","불고기,꼬막 무침,김치찜,모든전",이가수불,충청남도 아산시 도고면 기곡로77번길 30-7 (우 : 31551),https://smartstore.naver.com/leegasubul,,이가수불 전통주 이상헌 탁주 19도 500ml,"25,000원","4,000원",https://cr.shopping.naver.com/adcr.nhn?x=8%2FjIMFQNL59Rbci8%2BhmCp%2F%2F%2F%2Fw%3D%3DsTrS67%2FDrY%2BXNZIIVLUUXeK%2BPaZ6HuFhRMX3v9Wq8GaFvt3Vv4bzUAXSBENlFTiSRhjtefEHmUJIrUx3gYX8Cttde%2Fis2v%2BUQJ25E21wTl5dI%2FIrD7E%2B8m1kgRrHEqo6zmt3OegdzwCZaHT4R0K8Z5uieVtrOdcEAeI8jeTnkw4284OS6LYm2VrPehWjlu%2Fp3jj9KGBW69ZED30eD2DXGkD8VeL%2BbSvFgmeGXJtZGdO5FVRT2xwSZCYrlnyOzsHWHueCfFDuywxl3T1PQ6PKMjF5qtMG%2FJ0PUtQjclakIAMi5U65kHaxJMpGoWKHXP4R5CQnc%2FEm420GVCHMjbhCKPMjr2rNpT%2Bc7MQlYrj1zKibzk8hI8XySQnb8P4I%2B6oVfFCJLeTNMiIpdd72TMnUFR74oFFVievtBEX5evIwzEWa7k72rQd5%2F1T4L1LEnJLTI3rIsm%2FjgPn16ttbyDloqgvxRS1u8omGGZdE5yevAoCUuSMj7m%2BS3tJIFlj1M2T%2BL%2FP03NIebATtoYdrJ8LR9tnVz5OnLuonjtwpHcjNgDWu0Luc3wNGG3hOy%2BtqQEzBIXbrBu6qFtISwWlHWj9pP%2B1aFndIwdNwuWmKtx1HNSCrUkiyUGZ3FpPHvE7X48%2Bhb&nvMid=80987254009&catId=50014560
숨은골 탁주,탁주,"찹쌀 28.9%, 누룩 2.9%, 정제수 68.2%",12%  ,500ml,,,"지역(완주 동상면)찹쌀과 누룩,물로만 빚은 1번 발효한 단양주입니다.부드러운 단맛과 상큼함을 담았으며 마시는 잔마다 맛과 향이 달라지는 재미가 있습니다.","차돌박이 숙주볶음,백김치,고추전,과일",주식회사 공동체공간 수작,"전라북도 완주군 동상면 단지길 37, 1층",,,숨은골탁주,"25,000원","4,000원",https://cr.shopping.naver.com/adcr.nhn?x=ggShVaG6x67EU39rQuy5qv%2F%2F%2Fw%3D%3DsaUOElIR%2B9A%2B3TvW0LJaz9QXWcifZ4aohX3bBJ7ETi9qWXunXpwcr8vYP22TZMYLgjkPZUfyUG2XMBxc9e8OtwgUGZx6u6XT5KabyxHXmdk%2FtCckgAmrSWL%2BBDvNvk8rV7lHxq%2BvOnlwerKPzKIiudyKLQ1qCS0z%2F5F95S6%2Bl9%2FZLhv4nBWN6vYRnY66Pfp8Uc7GGUcuz89Y%2BV9JutCVuganK4BPWuls5taXKy2vBjvs%2BSl8N53mCdjN%2F0nrE7u%2F%2Ba%2BpHa6ewb0%2FDpcGez9%2B2Mmaf7oVVn%2BbTDsruUdhAA7sdgBJYqTGzQFs%2BPYRzOCkKRJMWPp7izE%2B7au3RdQKdGFFdH7LzHtMcntTzZbWxUhMofm2nGYrHMX7Y8A4rYApJOgWEEzo4KFZzAlhfAb4tPfHpKywgddlGMP1VU6jK0Rya6mlKLHbsZ731gQibyam29248nwmA6JAeC%2BpuJfPI3rEKHCxBhmtMLJXh3NqRZK1Ab4vrexi01XWUbNh6PrPOwx1AKiiaCimWnZjIFbTtCrtkGBwl0gm%2F8LzLK45SIPuFbDf4gHI5rSMJU1BWcIOg&nvMid=86925983121&catId=50014560
홍시 와인 감 화이트,과실주,"홍시(국산)100%,백설탕,효모,메타중아황산나칼륨,소르빈산칼륨(산화방지제),",12%  ,750ml,,,"오크숙성으로 바닐라 향,훈제 향,코코넛 향도 느낄 수 있습니다.",돼지고기,림프루츠영농조합법인,충북 영동군 영동읍 어미실길 92,,,홍시와인 감 화이트 스위트 12도 100ml 미니어처,"9,900원","3,000원",https://cr.shopping.naver.com/adcr.nhn?x=%2BVUlRRCp9bjZ6%2BNJm6fbof%2F%2F%2Fw%3D%3Ds%2Fg0sN6li1PQJXs3nQyr4jZsz%2Be6zXxKwoPQoqbP%2FcDXf2LkZoQl4crLXDQfMAQQotPKPNhttBICLrrQjT%2Bz%2F0TecMXX4%2B3yfC%2BuFaHWOMccWskm8bQQVcE4UNCHNVtEzcIuo%2Bd%2BCuZwAk7Xr4F6GaC3K3ZXjd554Qv9ddxF85hvJrHFGbgfwdxgOLQHcHeJCZ9BPu5bC%2FF3Pycy%2BFcIoXc5l2cSOZCm%2BNlJRwqG3iPhSstnzRUEZjNKBVOCtjmJAQ%2BD%2Fo9glb0ukJK6bM8miKArsK1DNlYuW6vX8WB7j4Sn%2B1jS8uf2eClzczTYoUJgLFnt9xAnSMwcZ4x1Uij73m9D17q3egcBayyLnzeMjuO3gIVzbfRkWA1%2BKJhlcq4Hj21lL%2FsWAYq9Iyh7LmKOH%2FCX4TX4l8%2BPCtOMF%2BlkEpz9PxoOwS6Xin1jlrJ%2Bu4iNyzDvdOvAqXu15M4X158Eky0CufCH2t%2Bjj5UIIc4IuWvwhTtXl24FjHy7n1WJQbVYmkmI81EletEofYWdpj4oDs1iExZEUxOZ8xPXuJ0J75JSKuEObaquT5TNR8V98VmdKacCj%2Bq1IOaEsuKNoZ68IF3NvEhHZ7e09HSdc6XHw9gBXc50eBITwugSNPH3Ok09sVpGw61BSdoQRvEGgfFlc5w%3D%3D&nvMid=87056318235&catId=50014640
포엠 드라이,과실주,"머루, 포도, 백설탕, 효모, 메타중아황산칼륨, 아황산함유",12%  ,750ml,,,오크에 숙성했기 때문에 깊은 향과 맛을 가지고 있답니다. 색은 루비처럼 붉은빛을 띠며 약간의 단맛이 입안을 감싼 후에 상큼한 신맛으로 마무리됩니다.,레드와인이기 때문에 육류와 함께 드시는 것을 추천드리며 식사를 할 때 곁들여 마시는 것이 좋다고 합니다.,갈기산포도농원,충청북도 영동군 학산면 모리1길 23 (우 : 29164,https://smartstore.naver.com/galgisanwine,,포엠 로제+드라이 SET(500㎖),"48,450원","4,000원",https://cr.shopping.naver.com/adcr.nhn?x=G%2B%2FVPDOnp3kuC2j5oKAw1v%2F%2F%2Fw%3D%3DsmYzhzN42cQRnJr8ocxTSA85RG0k8djUxXK2nfu7M%2FGGFmuyNvJgwuHWDgfEuhp0fh2m2ZBd1k5d3zkwB7Hmp4hgnLLNg9Rb2UvhBEAZ6oFRzN1GE4JX%2B9L1IF%2Bs8U0O4x7ZzQe8uPbMBDqGpB27qogY7th%2Fb5X%2Fu%2F1YFVAUnhxaK4j5MTwF45Ni1%2FMJqrSg0Fx5CFgGmprEOWOwlBgBAro4rKG%2FDjNX4lVEzDPJHlu8l3rkf31E4JqYCVMyxYZkHB7P9jx5KZr1oy9qstZx7mzHFb4sNw1VoH9JVx5C46U2YGn7mIChR0sILmwsnc5dg7iYZwsznmlEVIGxOcmYDKAOxyZfKtoyuOaXxu2k0noqU43EnLjCjoHYzj4MA4Xgj9j6XSWG5AJu7wBh3vIIoTfOqZXRTEZwWGDDuphzy08PJ61MeuicxbX4sGuEIdlxbhvK3%2FZA75C%2BLMMmBSRCoJXfCJlJL9WlRP3e2e%2FCG0n5rWNLxRrWHCJoudYzHCivG7q9JzqJZB3vOFdnSbt2u1%2Fp0aJZcWzZxMJLOOboN1bRNuSR56gBwjizTUVqPe5Xoy1Vhq%2FH77x9Zlr1IFzyuow%3D%3D&nvMid=82708501334&catId=50014640
선셋 체리스파클링,"약주, 청주","정제수, 멤쌀, 체리, 누룩",5%  ,300ml,,,"농촌진흥청에서 개발한 분질미로 술을 빚어 100일간 저온숙성을 거쳤고, 국내산 체리가 들어갔기 때문에 고소함과 함께 강한 체리 향을 살렸답니다.",팝콘이나 스낵류,시향가,전라남도 곡성군 곡성읍 낙동원로 20 시향가 (우 : 57533),https://smartstore.naver.com/sihyangga,,선셋 체리스파클링 약주 3ea 한정할인,"21,000원","4,000원",https://cr.shopping.naver.com/adcr.nhn?x=YdBHAwQCwnWkGdQcl%2FuGwP%2F%2F%2Fw%3D%3DsMpuR8gzl00pUmucSD8Vc2MYyHvDYNdr9eMglRuKnwUXPQnEXUXXAJ06MqfjxttaYg4iDBE1K6dktnzdw3eUyFXR%2Fc3YnJD75BbaVN26KJ8lWXU7XC4P8vfBl8qZqFhjhN0k7suP26bNTDZPm5qpCPaz5AG%2BUKivEZZumgVlgSWE2kmZ8vtTIEnyRuaHE0UDY9ayL7mz9v%2FjRdrE0WNoRFRDwnWG09ByUds1xPdAvz%2BLfKDBmjMrxK558jqTUDfS7y%2F6MHZ6u%2F5n6uuzlUc6JNEuUiTS4CHUtVxQrWeRhExjDDbPwKln3pd4o3iZogla%2BDPapAtK7rVMcBFMNklPBFccaS80A5vrxa06XphZxRCVyFM%2FoE%2BzaT%2BnFEepKP8U5sv4Pv0kWpdQcKGzAgoBrl2CT2xG6rHpVF5YPI8aDLjP0FMgal2qS9%2B9GcioYu42hU8ymt%2Fa4rPCeATwtppD3Ii5VR8kvrVH%2F2%2B9vOo8SN7CKIoiZbwUOMr4ty0qNp6Vcza4h3z%2BjkT7O9NAjV%2F4alBuJ%2FEt6COxItJGoqnihVGDael0xRPX1CHLjZBpKNxc8rHED6b%2FiAd9SMHwVVeP68wN%2BQsjK6V0FLd%2Fybx7qcubNSE3OzZUT76KyqzckASmm&nvMid=85396341982&catId=50014580
단상지교,"약주, 청주","쌀, 찹쌀, 누룩, 종국, 정제수",16%  ,750ml,,,인공 감미료를 넣지 않아 삼양주 특유의 풍부한 맛과 향이 특징입니다.,"생선회,파전,빈대떡,육회,도토리묵무침",신탄진주조,대전광역시 대덕구 신탄진로738번길 128 (농)신탄진주조㈜ (우 : 34336),https://smartstore.naver.com/deadeokju,,단상지교 16도 750ml 선물 세트,"20,000원","4,000원",https://adcr.naver.com/adcr?x=N+uMfmGXWvqebtUQuueEHv///w==kyRwgJJnG55LQxl+rsGTC649vAZ+URejpXmB+tkwwQ4KRxrOAbvCOgz1ZulkoLE7QYmnkgmkodAxIC0DXt9tuRChxkik8nFRKM+x1tyfYJAGTkdh8easEedziN7Eoxt2NcSesyn5WDSjo9BircPB6S7hUUuRxy+Myv1GRXK48rB62QU14K+YwpgcUXgMUzYuydSGaTb4jo+rsOtprLHmfTvQm4E1tLqDTO3JrGHp/m7LuAjldDXsgVkCxX3H6JllfrxhH5k12hVtgOVko/LHlHYLUqOMnVEIpXxEe6wYqMjkuHx77R35T9/0kQrZCaav/eNY4POHDmrbe5NP0D5+g1KPP+forARUJrxWC38NZmr1en5pmunVW/K6y32WdI4zi6TcWx2jsOItTqSZNn2ZZgRFY7m+PlY9n7WlWdomjao+eoFMaoRCL2KV6AnlZfnP7RZwUOvrOK7UmoYUR8b5K4RAYU+MO8dwTm4rGHlMVJ7WFJcHFWGc1PBbdsuyodSd3Fbtn9Pd3HixD5V24htsEC6hSOtrmHbS7NnJUuqqgljCxvG5outim0jMu/KYPEds+ax65cRRpD3bwV7uCGZp6t4nLguWKWp6PI5zVdU2CVvdNyMqDJJ2La6pVEweZ0vpYkX995oMx2wG2NyD4VY7agMIHFamAED2Ak5xWV2O24ssjTDjdpq6NruPweDEQyYLV5XdukynUHWzpjCXQwsIrx/RNhmOv6ScAGQPfpk2ekjzJZYoiLAQLpHZ3OYQqp4uMjlZQUjTdsR3Me5uFZjMhTx7YXPJv5zRNUaE4zv0UYuA3okX+K8b+KPCnJIush63TrnFMlU3KidoIUZgtA3F0dqLzoxAByWOSOGH+0bev2bo=
만다린약주,"약주, 청주","정제수, 멥쌀(국내산), 감귤농축액, 진피(감귤껍질), 귤꽃, 한라봉과피, 당유자 과피, 계피, 밀누룩(우리밀)",12%  ,375ml,,,"인공 감미료 없이 국내산 쌀과 제주 시트러스로 빚은 지역특산주입니다. 제주섬이 천천히 걸러낸 맑은 화산암반수와 국내산 햅쌀로 두 번 술은 빚고 제주도 유기농 한라봉, 귤, 당유자 등을 브랜딩해 향을 입혔답니다.",해산물요리,제주곶밭,제주특별자치도 제주시 제주대학로 102 (제주대학교) 바이오융합 2호관 208호 (우 : 63243),https://smartstore.naver.com/jeju_gott_batt,,제주곶밭 만다린 약주 1병 제주전통주,"15,900원","5,000원",https://cr.shopping.naver.com/adcr.nhn?x=XfWCINhwIyZlarIb8S4TFf%2F%2F%2Fw%3D%3DstqP9Yd7k3dVkDtoI9GrwIHRV9MSO27JPdRaHmQZeAOtywJYivp%2B4bMDtoqC%2BfkXxHySC6oSZ%2FtR0CCBspXbc9%2BGOL8OMhg1xcUMhxT3g6a9XyFHgc72Eb900vjJBPAocPguH8R%2BNVVHl42XecByhP6xUTfizNciQK%2B%2FJMo5kHrlWrxaEGYqB0DQc4FejQVgOZjdm0UN6TWBMz5TvDfTUIuxVDswy8bgekCl0Y72y4TurilkDeG%2B1rLU11UaeFf3disext5K2yYkF868rsMDqiQDAcHettKE%2Bvnk3lIpf36wEmosA7g4X4xVAov7v6HIMf5S5ycDGuwbfEdv1A6kKwl3y8zzChO1ujQ%2BNv23n7eXPtjreYN61GpVOKPJddNp0vxOdKxeGCqX%2BZG4nQcqOR1UTHtIiYX4DvMVA7O19uCSH7hKLQFto6l8mG2ezCgMitjVluHTDtcexSMLkO7XMOUFc0VvpIiz0DEm1s8YHd13eemz2wX0R87A4M0oIjCZakAlOKwPahCEyYd9E%2Blamjq8ubqm9xNpct2OLp2NbYZPkblAgVTyaDwnTwZRliTRq9fKArA5vyiLCB1GBj85lbB0cjwVm1BUYVknE7IEMpz4%3D&nvMid=86081051646&catId=50014580
